,energy low [eV],energy high [eV],particle,cell,nuclide,score,mean,std. dev.
0,1000.0,10000.0,photon,52,total,flux,5.322595945721678e-06,2.473645156783471e-07
1,10000.0,20000.0,photon,52,total,flux,2.967246757838553e-06,1.442870755379828e-07
2,20000.0,30000.0,photon,52,total,flux,4.827188617119221e-06,2.878086785001893e-07
3,30000.0,45000.0,photon,52,total,flux,1.3514422086577674e-05,1.4757133545126285e-07
4,45000.0,60000.0,photon,52,total,flux,2.4782609002443033e-05,1.2536105529935743e-07
5,60000.0,70000.0,photon,52,total,flux,3.21162259752201e-05,4.255573574202273e-07
6,70000.0,75000.0,photon,52,total,flux,2.6535375111140767e-05,4.408657471860902e-07
7,75000.0,100000.0,photon,52,total,flux,0.0004390552009771073,1.3941622037981542e-06
8,100000.0,150000.0,photon,52,total,flux,0.003584555560498615,6.803764552660997e-06
9,150000.0,200000.0,photon,52,total,flux,0.005567845598669093,6.407003214376945e-06
10,200000.0,300000.0,photon,52,total,flux,0.011906332038387544,6.812586910735596e-06
11,300000.0,400000.0,photon,52,total,flux,0.009940378846795665,7.730159053679097e-06
12,400000.0,450000.0,photon,52,total,flux,0.004270939650059256,4.7379644357473745e-06
13,450000.0,510000.0,photon,52,total,flux,0.004698122353620208,3.1555120324991084e-06
14,510000.0,512000.0,photon,52,total,flux,0.0008853790860587869,2.575429168808382e-06
15,512000.0,600000.0,photon,52,total,flux,0.005979794211713526,7.958015955999372e-06
16,600000.0,700000.0,photon,52,total,flux,0.006207838168948475,3.6309432359189487e-06
17,700000.0,800000.0,photon,52,total,flux,0.005666372236418779,8.489378915586007e-06
18,800000.0,1000000.0,photon,52,total,flux,0.02197704625492388,1.2523763780919216e-05
19,1000000.0,1330000.0,photon,52,total,flux,0.006111856201687927,7.183070223728852e-06
20,1330000.0,1340000.0,photon,52,total,flux,0.0001070973442099498,7.437681895408127e-07
21,1340000.0,1500000.0,photon,52,total,flux,0.0020538006968671323,3.2266555714914822e-06
22,1500000.0,1660000.0,photon,52,total,flux,0.0010849003109094071,3.012230697200962e-06
23,1660000.0,2000000.0,photon,52,total,flux,0.003356722849846983,4.0398189686692475e-06
24,2000000.0,2500000.0,photon,52,total,flux,0.0035972815206634138,4.132111045258389e-06
25,2500000.0,3000000.0,photon,52,total,flux,0.002548902490842779,4.395407945260935e-06
26,3000000.0,3500000.0,photon,52,total,flux,0.0014395323675200605,2.7513122454260555e-06
27,3500000.0,4000000.0,photon,52,total,flux,0.0011698731782926886,1.6670330610712963e-06
28,4000000.0,4500000.0,photon,52,total,flux,0.0004986035042931752,1.628919617973396e-06
29,4500000.0,5000000.0,photon,52,total,flux,0.0003717486205374836,1.2587707783986025e-06
30,5000000.0,5500000.0,photon,52,total,flux,0.000248590116527998,6.697058657140368e-07
31,5500000.0,6000000.0,photon,52,total,flux,0.00016032403672986106,1.273844205920899e-06
32,6000000.0,6500000.0,photon,52,total,flux,0.0001240624944405234,8.425618843158611e-07
33,6500000.0,7000000.0,photon,52,total,flux,9.061868581296015e-05,9.803972872326325e-07
34,7000000.0,7500000.0,photon,52,total,flux,5.388710173114005e-05,3.358081817126111e-07
35,7500000.0,8000000.0,photon,52,total,flux,0.00010180309293969229,1.194969074354471e-06
36,8000000.0,10000000.0,photon,52,total,flux,0.00015518935844023091,9.568903971862095e-07
37,10000000.0,12000000.0,photon,52,total,flux,4.924823134305624e-06,1.5230297900114266e-07
38,12000000.0,14000000.0,photon,52,total,flux,3.4422867011442584e-07,4.433634855851071e-08
39,14000000.0,20000000.0,photon,52,total,flux,1.1134702407215427e-07,3.254806065271595e-08
40,20000000.0,30000000.0,photon,52,total,flux,0.0,0.0
41,30000000.0,50000000.0,photon,52,total,flux,0.0,0.0
