,energy low [eV],energy high [eV],particle,cell,nuclide,score,mean,std. dev.
0,1000.0,10000.0,photon,52,total,flux,5.446047512983097e-06,2.688862536941435e-07
1,10000.0,20000.0,photon,52,total,flux,2.636045477609854e-06,3.274755613297747e-07
2,20000.0,30000.0,photon,52,total,flux,5.698367728903028e-06,3.200937943374665e-07
3,30000.0,45000.0,photon,52,total,flux,1.5261882052717692e-05,5.783950691331268e-07
4,45000.0,60000.0,photon,52,total,flux,3.0420876665914074e-05,1.472840039820291e-06
5,60000.0,70000.0,photon,52,total,flux,3.694889838017439e-05,1.9111506467850436e-06
6,70000.0,75000.0,photon,52,total,flux,2.9845869158647503e-05,1.414359479458421e-06
7,75000.0,100000.0,photon,52,total,flux,0.00048205661485660104,6.022855097476741e-06
8,100000.0,150000.0,photon,52,total,flux,0.003911576662140376,1.798554031916073e-05
9,150000.0,200000.0,photon,52,total,flux,0.006084472102153395,2.4142355757669787e-05
10,200000.0,300000.0,photon,52,total,flux,0.012990588352835872,2.535177117957961e-05
11,300000.0,400000.0,photon,52,total,flux,0.01088210689848503,3.291172658127001e-05
12,400000.0,450000.0,photon,52,total,flux,0.004671946017993121,1.8568710881705114e-05
13,450000.0,510000.0,photon,52,total,flux,0.005132573577780401,1.9725019373750063e-05
14,510000.0,512000.0,photon,52,total,flux,0.0010856042536426564,1.5231871074117783e-05
15,512000.0,600000.0,photon,52,total,flux,0.006473994793568865,1.9639848768968588e-05
16,600000.0,700000.0,photon,52,total,flux,0.006671559053368914,1.9816744567963685e-05
17,700000.0,800000.0,photon,52,total,flux,0.006106950287676124,2.0112058938537038e-05
18,800000.0,1000000.0,photon,52,total,flux,0.023179775733595413,4.700330839367927e-05
19,1000000.0,1330000.0,photon,52,total,flux,0.0072635313577110614,1.6694499725053608e-05
20,1330000.0,1340000.0,photon,52,total,flux,0.00013172350730520767,3.2328560772284658e-06
21,1340000.0,1500000.0,photon,52,total,flux,0.002329011213617403,1.1115685957084706e-05
22,1500000.0,1660000.0,photon,52,total,flux,0.0012962840416411536,5.2495945110138056e-06
23,1660000.0,2000000.0,photon,52,total,flux,0.003918510480071436,2.339445788095808e-05
24,2000000.0,2500000.0,photon,52,total,flux,0.004235835516767325,1.3713236510085675e-05
25,2500000.0,3000000.0,photon,52,total,flux,0.003197195443736224,1.8167736148719687e-05
